CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.970243+(4.94729e-05*x)" 
0, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.970243+(4.94729e-05*x)" 
0, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.970243+((4.94729e-05*x)-0.081346169114112854)" 
0, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.970243+((4.94729e-05*x)-0.040213383734226227)" 
0, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.970243+((4.94729e-05*x)-0.033354602754116058)" 
0, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.970243+((4.94729e-05*x)-0.029873942956328392)" 
0, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.970243+((4.94729e-05*x)-0.030998578295111656)" 
0, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.970243+((4.94729e-05*x)-0.037925884127616882)" 
0, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.970243+((4.94729e-05*x)-0.043701909482479095)" 
0, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.970243+((4.94729e-05*x)-0.075903214514255524)" 
0, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.970243+((4.94729e-05*x)-0.087545424699783325)" 
0, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.970243+((4.94729e-05*x)-0.032538466155529022)" 
0, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.970243+((4.94729e-05*x)-0.016085352748632431)" 
0, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.970243+((4.94729e-05*x)-0.013341841287910938)" 
0, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.970243+((4.94729e-05*x)-0.011949577368795872)" 
0, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.970243+((4.94729e-05*x)-0.012399431318044662)" 
0, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.970243+((4.94729e-05*x)-0.015170353464782238)" 
0, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.970243+((4.94729e-05*x)-0.017480764538049698)" 
0, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.970243+((4.94729e-05*x)-0.03036128543317318)" 
0, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.970243+((4.94729e-05*x)-0.035018168389797211)" 
0, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.970243+(4.94729e-05*x))+0.081346169114112854" 
0, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.970243+(4.94729e-05*x))+0.040213383734226227" 
0, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.970243+(4.94729e-05*x))+0.033354602754116058" 
0, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.970243+(4.94729e-05*x))+0.029873942956328392" 
0, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.970243+(4.94729e-05*x))+0.030998578295111656" 
0, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.970243+(4.94729e-05*x))+0.037925884127616882" 
0, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.970243+(4.94729e-05*x))+0.043701909482479095" 
0, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.970243+(4.94729e-05*x))+0.075903214514255524" 
0, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.970243+(4.94729e-05*x))+0.087545424699783325" 
0, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.970243+(4.94729e-05*x))+0.032538466155529022" 
0, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.970243+(4.94729e-05*x))+0.016085352748632431" 
0, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.970243+(4.94729e-05*x))+0.013341841287910938" 
0, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.970243+(4.94729e-05*x))+0.011949577368795872" 
0, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.970243+(4.94729e-05*x))+0.012399431318044662" 
0, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.970243+(4.94729e-05*x))+0.015170353464782238" 
0, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.970243+(4.94729e-05*x))+0.017480764538049698" 
0, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.970243+(4.94729e-05*x))+0.03036128543317318" 
0, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.970243+(4.94729e-05*x))+0.035018168389797211" 
0, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))" 
0, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))" 
0, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.081456840038299561)" 
0, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.04120306670665741)" 
0, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.038399867713451385)" 
0, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.037291437387466431)" 
0, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.039219953119754791)" 
0, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.055252403020858765)" 
0, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.064669668674468994)" 
0, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.089156217873096466)" 
0, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.089889347553253174)" 
0, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.032582737505435944)" 
0, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.016481226310133934)" 
0, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.015359946526587009)" 
0, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.014916574582457542)" 
0, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.015687981620430946)" 
0, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.022100960835814476)" 
0, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.025867868214845657)" 
0, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.035662487149238586)" 
0, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.928499+((0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18)))))))-0.03595573827624321)" 
0, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.081456840038299561" 
0, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.04120306670665741" 
0, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.038399867713451385" 
0, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.037291437387466431" 
0, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.039219953119754791" 
0, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.055252403020858765" 
0, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.064669668674468994" 
0, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.089156217873096466" 
0, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.089889347553253174" 
0, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.032582737505435944" 
0, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.016481226310133934" 
0, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.015359946526587009" 
0, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.014916574582457542" 
0, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.015687981620430946" 
0, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.022100960835814476" 
0, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.025867868214845657" 
0, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.035662487149238586" 
0, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.928499+(0.000755102*(log(x+19)*(log(x+18)*(3-(-(0.0305122*log(x+18))))))))+0.03595573827624321" 
1, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.530578*((1.+(0.510523*x))/(1.+(0.282396*x)))" 
1, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.530578*((1.+(0.510523*x))/(1.+(0.282396*x)))" 
1, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.13769981265068054" 
1, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.057762764394283295" 
1, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.046465743333101273" 
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.051383607089519501" 
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.044055476784706116" 
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.04515489935874939" 
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.064645588397979736" 
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.11576907336711884" 
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.11081860959529877" 
1, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.045899935066699982" 
1, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.019254254177212715" 
1, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.015488580800592899" 
1, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.01712786965072155" 
1, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.014685158617794514" 
1, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.01505163311958313" 
1, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.021548530086874962" 
1, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.038589689880609512" 
1, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))-0.036939535290002823" 
1, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.13769981265068054" 
1, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.057762764394283295" 
1, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.046465743333101273" 
1, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.051383607089519501" 
1, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.044055476784706116" 
1, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.04515489935874939" 
1, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.064645588397979736" 
1, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.11576907336711884" 
1, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.11081860959529877" 
1, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.045899935066699982" 
1, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.019254254177212715" 
1, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.015488580800592899" 
1, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.01712786965072155" 
1, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.014685158617794514" 
1, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.01505163311958313" 
1, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.021548530086874962" 
1, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.038589689880609512" 
1, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.530578*((1.+(0.510523*x))/(1.+(0.282396*x))))+0.036939535290002823" 
1, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x)))" 
1, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x)))" 
1, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.13657379150390625" 
1, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.061642087996006012" 
1, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.067034065723419189" 
1, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.061368569731712341" 
1, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.058110963553190231" 
1, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.065582647919654846" 
1, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.10959485173225403" 
1, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.13767905533313751" 
1, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.1175241619348526" 
