CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.04552459716796875" 
1, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.020547362044453621" 
1, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.022344689816236496" 
1, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.020456189289689064" 
1, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.019370321184396744" 
1, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.021860882639884949" 
1, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.036531616002321243" 
1, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.045893017202615738" 
1, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))-0.039174720644950867" 
1, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.13657379150390625" 
1, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.061642087996006012" 
1, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.067034065723419189" 
1, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.061368569731712341" 
1, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.058110963553190231" 
1, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.065582647919654846" 
1, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.10959485173225403" 
1, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.13767905533313751" 
1, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.1175241619348526" 
1, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.04552459716796875" 
1, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.020547362044453621" 
1, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.022344689816236496" 
1, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.020456189289689064" 
1, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.019370321184396744" 
1, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.021860882639884949" 
1, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.036531616002321243" 
1, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.045893017202615738" 
1, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.838274*((1.+(0.0258328*x))/(1.+(0.0212537*x))))+0.039174720644950867" 
2, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x)))" 
2, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x)))" 
2, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.15525981783866882" 
2, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.060256633907556534" 
2, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.061367429792881012" 
2, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.071563005447387695" 
2, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.064430631697177887" 
2, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.08036474883556366" 
2, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.092381671071052551" 
2, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.15414503216743469" 
2, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.15125684440135956" 
2, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.044359948486089706" 
2, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.017216181382536888" 
2, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.017533551901578903" 
2, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.020446572452783585" 
2, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.018408751115202904" 
2, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.022961355745792389" 
2, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.026394763961434364" 
2, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.044041436165571213" 
2, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))-0.043216239660978317" 
2, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.15525981783866882" 
2, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.060256633907556534" 
2, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.061367429792881012" 
2, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.071563005447387695" 
2, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.064430631697177887" 
2, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.08036474883556366" 
2, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.092381671071052551" 
2, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.15414503216743469" 
2, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.15125684440135956" 
2, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.044359948486089706" 
2, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.017216181382536888" 
2, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.017533551901578903" 
2, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.020446572452783585" 
2, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.018408751115202904" 
2, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.022961355745792389" 
2, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.026394763961434364" 
2, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.044041436165571213" 
2, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.891512*((1.+(0.0252707*x))/(1.+(0.0243405*x))))+0.043216239660978317" 
2, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x)))" 
2, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x)))" 
2, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.1553446352481842" 
2, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.062470901757478714" 
2, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.1097463071346283" 
2, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.12086585909128189" 
2, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.16464178264141083" 
2, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.12073243409395218" 
2, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.17485658824443817" 
2, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.1643042266368866" 
2, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.16085880994796753" 
2, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.044384181499481201" 
2, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.017848828807473183" 
2, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.031356088817119598" 
2, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.034533102065324783" 
2, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.047040510922670364" 
2, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.034494981169700623" 
2, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.049959026277065277" 
2, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.046944063156843185" 
2, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))-0.045959658920764923" 
2, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.1553446352481842" 
2, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.062470901757478714" 
2, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.1097463071346283" 
2, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.12086585909128189" 
2, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.16464178264141083" 
2, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.12073243409395218" 
2, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.17485658824443817" 
2, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.1643042266368866" 
2, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.16085880994796753" 
2, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.044384181499481201" 
2, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.017848828807473183" 
2, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.031356088817119598" 
2, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.034533102065324783" 
2, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.047040510922670364" 
2, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.034494981169700623" 
2, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.049959026277065277" 
2, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.046944063156843185" 
2, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.880604*((1.+(0.00770056*x))/(1.+(0.00681294*x))))+0.045959658920764923" 
0, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x" 
0, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1-(0.0799901+-1.32939e-06*x+-1.72049e-09*x*x))" 
0, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1-(0.0676111+6.86045e-07*x+-4.29739e-09*x*x))" 
0, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1-(0.0417174))" 
0, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1+(0.0799901+-1.32939e-06*x+-1.72049e-09*x*x))" 
0, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1+(0.0676111+6.86045e-07*x+-4.29739e-09*x*x))" 
0, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1+(0.0417174))" 
1, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x" 
1, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1-(0.115123+0.000153114*x+-1.72111e-07*x*x))" 
1, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1-(0.0812896+0.00019305*x+-2.1446e-07*x*x))" 
1, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1-(0.082197))" 
1, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1+(0.115123+0.000153114*x+-1.72111e-07*x*x))" 
1, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1+(0.0812896+0.00019305*x+-2.1446e-07*x*x))" 
1, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1+(0.082197))" 
2, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "0.943355+8.95816/(x*x)+0.000240703*x" 
2, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1-(0.328059+-0.000156486*x+3.52282e-07*x*x))" 
2, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1-(0.245861+-0.000233379*x+4.41185e-07*x*x))" 
2, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1-(0.223533))" 
2, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1+(0.328059+-0.000156486*x+3.52282e-07*x*x))" 
2, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1+(0.245861+-0.000233379*x+4.41185e-07*x*x))" 
2, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1+(0.223533))" 
